ID,Date,Furnace,Difference Phase 1 (Real - Target),Difference Phase 2,Difference Phase 3,Difference Phase 4,Difference Phase 5,Delay Time,Dureza,Dureza PC
2296,10/08/24,2,351,243,-234,-49,38,22,1,1
2297,10/08/24,1,414,443,166,-85,13,18,1,3
2298,10/08/24,2,272,452,-59,52,3,57,1,1
2299,10/08/24,1,5,474,187,-20,12,10,1,3
2300,10/08/24,1,584,251,-230,38,-39,19,0,3
2301,10/08/24,1,-138,487,-215,35,-7,53,0,3
2302,10/08/24,1,558,14,-219,-65,-18,79,3,1
2303,10/08/24,1,-128,109,184,-78,-48,31,3,1
2304,10/08/24,1,432,244,-22,-68,32,35,3,1
2305,10/08/24,1,-7,-5,65,34,5,58,2,1
2306,10/08/24,2,483,-166,-100,-47,-51,55,2,2
2307,10/08/24,2,78,423,-183,-128,-7,87,3,2
2308,10/08/24,2,312,339,-208,-99,-3,100,3,2
2309,10/08/24,2,507,399,-39,45,-17,16,3,1
2310,10/08/24,1,458,-83,-177,-65,-18,51,1,1
2311,10/08/24,1,55,131,-214,-120,-51,34,1,1
2312,10/08/24,2,234,124,103,21,-27,86,1,1
2313,10/08/24,1,231,398,144,-91,-46,98,1,2
2314,10/08/24,1,-89,-11,-176,-26,-40,101,2,1
2315,10/08/24,1,-2,156,-238,53,35,83,2,3
2316,10/08/24,1,390,-77,103,-20,-52,72,2,3
2317,10/08/24,2,292,-120,-132,-89,-34,81,1,2
2318,10/08/24,2,378,380,-162,52,-20,84,1,2
2319,10/08/24,2,-90,61,20,-82,38,9,3,2
2320,10/08/24,2,147,10,140,-123,44,47,2,0
2321,10/08/24,1,565,477,-172,-39,12,27,2,1
2322,10/08/24,1,371,-161,149,-117,13,31,0,1
2323,10/08/24,2,9,255,-1,0,28,25,0,0
2324,10/08/24,1,187,356,-237,-48,21,92,0,1
2325,10/08/24,1,-5,431,15,-109,26,49,3,1
2326,10/08/24,2,14,-187,-130,-2,-13,24,2,0
2327,10/08/24,2,520,374,107,36,-49,51,2,0
2328,10/08/24,2,-94,370,-78,40,-39,68,2,0
2329,10/08/24,2,577,353,-194,-81,-1,52,3,0
2330,10/08/24,2,-123,215,109,46,-24,61,3,0
2331,10/08/24,2,316,-138,-92,-66,-35,113,0,0
2332,10/08/24,1,-143,-166,-31,11,6,106,3,0
2333,10/08/24,2,426,220,111,-54,-26,16,3,3
2334,10/08/24,2,62,392,212,-66,28,17,3,3
2335,10/08/24,1,442,182,-97,51,-33,69,3,2
2336,10/08/24,1,55,-125,-91,-92,20,115,2,3
2337,10/08/24,1,587,-208,217,0,-46,57,2,3
2338,10/08/24,2,159,203,78,-70,13,104,2,3
2339,10/08/24,2,424,-109,72,-55,-5,6,3,3
2340,10/08/24,1,67,115,-167,-52,-24,33,2,3
2341,10/08/24,2,-64,-140,-243,-123,-16,102,2,3
2342,10/08/24,1,525,434,-189,39,-4,12,3,3
2343,10/08/24,2,379,413,1,-53,20,37,2,3
2344,10/08/24,1,246,59,-24,-4,27,17,2,3
2345,10/08/24,1,150,-100,145,-54,27,15,3,3
2346,10/08/24,2,-50,263,116,25,-26,89,2,3
2347,10/08/24,1,426,363,114,9,-49,45,0,3
2348,10/08/24,2,307,481,187,-99,39,62,0,3
2349,10/08/24,1,567,-104,21,-14,3,60,0,3
2350,10/08/24,2,282,215,110,23,-22,53,2,3
2351,10/08/24,2,590,138,-90,-102,2,119,3,3
2352,10/08/24,2,408,354,42,46,-21,68,3,3
2353,10/08/24,1,419,-65,-151,-71,26,111,2,3
2354,10/08/24,1,-125,317,-203,-83,8,72,3,3
2355,10/08/24,1,-142,481,-149,46,-37,67,2,3
2356,10/08/24,2,65,333,-59,-29,-23,35,2,3
2357,10/08/24,2,-25,34,-7,6,2,14,2,3
2358,10/08/24,2,3,371,-152,5,22,79,0,3
2359,10/08/24,2,241,78,-97,12,-8,45,0,3
2360,10/08/24,2,197,-49,50,-6,38,101,1,2
2361,10/08/24,2,-3,417,54,51,-40,48,0,2
2362,10/08/24,1,400,348,220,-89,7,113,1,2
2363,10/08/24,1,346,58,53,34,-37,74,2,3
2364,10/08/24,2,144,363,85,-41,-53,41,2,2
2365,10/08/24,1,-43,7,1,-7,-32,58,2,2
2366,10/08/24,1,108,-184,-159,-127,-53,79,2,2
2367,10/08/24,1,366,109,-197,-52,-33,68,2,2
2368,10/08/24,1,506,-22,227,-95,13,32,2,2
2369,10/08/24,2,2,349,-109,44,34,49,2,2
2370,10/08/24,1,344,459,11,-120,-14,42,2,2
2371,10/08/24,2,442,461,-86,-18,-41,69,2,2
2372,10/08/24,2,489,271,-159,47,-12,102,2,2
2373,10/08/24,1,464,347,-147,-69,29,107,2,2
2374,10/08/24,2,570,-104,-65,-58,-32,5,2,2
2375,10/08/24,1,192,50,-119,-117,-41,109,2,2
2376,10/08/24,1,29,404,-203,-86,-23,75,3,2
2377,10/08/24,2,108,430,-154,-117,15,3,3,2
2378,10/08/24,2,-149,413,142,49,-9,32,1,2
2379,10/08/24,1,518,187,137,18,28,39,1,3
2380,10/08/24,1,416,238,-104,-17,39,109,1,2
2381,10/08/24,2,108,331,-156,12,30,16,1,3
2382,10/08/24,1,306,121,-203,-119,17,91,1,2
2383,10/08/24,1,130,416,-234,33,3,115,1,2
2384,10/08/24,1,210,86,-71,26,39,31,1,2
2385,10/08/24,1,555,382,-16,-19,-31,65,1,2
2386,10/08/24,1,517,214,-200,-87,-38,109,1,2
2387,10/08/24,1,99,74,-117,-26,6,10,2,3
2388,10/08/24,1,179,260,49,-15,-38,88,1,3
2389,10/08/24,1,344,-208,185,-5,-44,60,1,2
2390,10/08/24,1,327,331,-209,-2,-17,53,1,3
2391,10/08/24,1,451,-87,-75,25,31,14,1,2
2392,10/08/24,1,231,-108,-111,-62,-22,45,1,2
2393,10/08/24,2,159,232,1,19,-49,74,1,0
2394,10/08/24,2,349,230,-60,-8,-33,115,1,2
2395,10/08/24,2,-96,66,-219,-27,29,81,1,0
2396,10/08/24,2,244,224,189,-83,34,49,1,2
2397,10/08/24,1,492,-120,223,-22,-23,16,1,0
2398,10/08/24,1,505,-13,210,-111,5,52,1,2
2399,10/08/24,2,380,185,-248,5,22,31,1,0
2400,10/08/24,2,454,-136,-11,39,-25,91,1,2
2401,10/08/24,1,216,233,-8,14,-36,37,1,0
2402,10/08/24,2,403,328,-50,39,-30,107,1,0
2403,10/08/24,2,218,153,224,-45,16,48,1,0
2404,10/08/24,2,389,358,-124,19,-36,36,1,0
2405,10/08/24,2,522,-212,-240,-123,-43,92,1,0
2406,10/08/24,1,333,293,158,-85,-43,89,1,0
2407,10/08/24,1,183,180,-220,-80,-35,108,1,0
2408,09/08/24,1,100,103,220,-48,-39,25,1,0
2409,09/08/24,1,353,-35,87,34,9,32,1,0
2410,09/08/24,2,-88,288,-23,-34,39,81,1,0
2411,09/08/24,1,258,142,49,-6,40,68,1,1
2412,09/08/24,1,140,147,231,-14,31,6,0,2
2413,09/08/24,2,232,-120,9,-74,27,77,0,2
2414,09/08/24,1,5,387,-226,51,-19,61,0,2
2415,09/08/24,1,-134,99,-217,-109,43,14,0,3
2416,09/08/24,1,240,194,59,11,19,7,0,3
2417,09/08/24,1,76,238,44,-83,8,13,1,1
2418,09/08/24,1,384,98,80,16,-39,71,1,1
2419,09/08/24,2,-133,-26,-95,-108,13,107,1,1
2420,09/08/24,2,160,328,-4,-98,-12,10,1,1
2421,09/08/24,2,-42,413,-80,8,42,8,1,1
2422,09/08/24,1,401,275,220,-117,-12,71,1,1
2423,09/08/24,2,116,-101,64,25,-44,46,1,2
2424,09/08/24,1,616,395,-64,15,2,93,0,2
2425,09/08/24,1,-139,224,-223,-3,44,57,1,0
2426,09/08/24,1,104,-177,-203,-109,-38,83,1,0
2427,09/08/24,2,234,337,115,34,-9,104,1,0
2428,09/08/24,2,219,349,183,46,34,92,1,0
2429,09/08/24,1,-138,145,115,-54,10,4,3,0
2430,09/08/24,2,-142,-131,-11,-83,-14,108,1,1
2431,09/08/24,2,323,-149,30,36,-53,105,1,0
2432,09/08/24,1,234,436,46,-100,-33,68,1,0
2433,09/08/24,1,-56,285,224,36,44,58,1,0
2434,09/08/24,1,408,74,-93,-22,16,99,1,0
2435,09/08/24,1,570,1,-90,1,-51,98,1,1
2436,09/08/24,1,-113,151,66,-55,31,68,1,0
2437,09/08/24,1,498,181,-176,-122,-27,38,1,0
2438,09/08/24,2,141,65,30,-105,-39,119,1,0
2439,09/08/24,1,18,-110,196,-55,36,77,1,0
2440,09/08/24,1,304,117,-166,-59,26,34,1,1
2441,09/08/24,1,88,-146,-114,-49,-53,86,1,1
2442,09/08/24,1,496,332,-198,-113,-51,98,2,1
2443,09/08/24,2,-120,-217,-177,16,-41,10,1,1
2444,09/08/24,1,228,-89,180,-9,-47,40,0,1
2445,09/08/24,1,83,25,-123,16,-55,52,2,1
2446,09/08/24,2,265,-222,-115,-34,4,13,2,1
2447,09/08/24,1,525,-109,-90,8,30,31,2,1
2448,09/08/24,2,126,460,95,-55,42,37,2,1
2449,09/08/24,2,564,-16,28,-104,10,4,2,1
2450,09/08/24,1,252,345,76,-75,-10,110,2,1
2451,09/08/24,1,4,-14,-242,-33,-24,11,2,1
2452,09/08/24,1,472,397,-159,50,-44,118,2,1
2453,09/08/24,1,565,339,116,-16,24,106,2,1
2454,09/08/24,1,209,-176,-1,-33,37,58,2,1
2455,09/08/24,1,16,328,27,-63,-1,19,2,1
2456,09/08/24,2,-76,402,53,-124,19,87,2,1
2457,09/08/24,1,255,-14,213,17,23,31,2,3
2458,09/08/24,2,152,140,184,51,-7,106,2,1
2459,09/08/24,1,41,-4,-134,31,11,4,2,1
2460,09/08/24,1,616,-92,-63,-24,36,96,2,1
2461,09/08/24,2,73,106,103,4,-43,106,2,1
2462,09/08/24,2,175,80,5,-23,15,70,2,0
2463,09/08/24,1,374,89,-87,-105,7,65,2,0
2464,09/08/24,1,384,-67,-16,-91,-9,32,2,0
2465,09/08/24,2,491,-22,146,12,-33,50,2,0
2466,09/08/24,1,616,97,-25,12,-44,106,1,0
2467,09/08/24,1,437,220,-105,-36,-8,90,1,0
2468,09/08/24,2,197,228,-208,53,-12,13,0,0
2469,09/08/24,2,519,-165,-77,7,29,45,0,0
2470,09/08/24,1,-30,-223,-61,-40,-19,102,1,0
2471,09/08/24,1,475,63,183,-64,-44,92,1,0
2472,09/08/24,1,-146,156,225,-81,-43,84,1,0
2473,09/08/24,2,522,-67,117,30,-22,85,1,0
2474,09/08/24,2,352,367,-157,-68,-2,58,1,0
2475,09/08/24,1,555,-85,-193,-118,13,76,1,0
2476,09/08/24,1,417,116,103,-65,-9,35,1,0
2477,09/08/24,2,517,-222,38,45,-38,14,1,0
2478,09/08/24,2,100,-156,26,-9,15,50,1,0
2479,09/08/24,2,473,28,87,-47,-35,102,3,0
2480,09/08/24,2,394,-124,50,-39,27,19,2,0
2481,09/08/24,1,71,171,-58,-112,2,58,0,0
2482,09/08/24,1,441,-71,178,-55,-13,103,2,0
2483,09/08/24,1,400,-232,-43,-49,21,30,3,0
2484,09/08/24,1,23,28,-179,-34,44,48,1,0
2485,09/08/24,2,125,-6,120,-102,15,87,1,2
2486,09/08/24,1,431,88,117,0,24,42,1,2
2487,09/08/24,2,267,122,-133,-16,-6,54,1,2
2488,09/08/24,2,82,-96,-102,-79,-18,21,1,2
2489,09/08/24,2,457,367,-160,16,14,60,3,2
2490,09/08/24,2,200,187,112,-118,10,81,3,2
2491,09/08/24,2,88,46,24,-11,32,103,2,2
2492,09/08/24,1,420,197,55,-104,32,104,1,2
2493,09/08/24,2,106,34,45,-127,39,62,1,2
2494,09/08/24,1,-92,425,-91,28,7,117,1,2
2495,09/08/24,2,437,9,65,45,35,5,1,2
2496,09/08/24,1,506,264,63,-42,-49,33,1,2
2497,09/08/24,1,583,22,-45,16,-1,101,1,2
2498,09/08/24,2,205,281,54,40,-52,101,1,2
2499,09/08/24,1,134,203,123,-37,10,64,1,2
2500,09/08/24,2,37,-172,-8,-120,17,70,1,2
2501,09/08/24,2,375,-207,215,36,-48,53,1,2
2502,09/08/24,1,583,442,-124,-11,6,43,1,2
2503,09/08/24,2,571,107,162,-63,7,30,1,2
2504,09/08/24,1,424,-179,-41,-83,1,19,1,0
2505,09/08/24,1,-150,107,14,-36,-25,51,1,2
2506,09/08/24,1,496,-7,-8,-72,40,112,1,2
2507,09/08/24,1,-123,17,21,-57,33,8,0,2
2508,09/08/24,2,341,-209,-83,-83,-44,94,0,0
2509,09/08/24,1,398,279,-94,-127,-44,64,0,0
2510,09/08/24,2,454,257,160,-5,35,19,0,0
2511,09/08/24,1,361,27,148,7,-22,106,0,0
2512,09/08/24,1,439,340,-94,27,12,4,0,0
2513,09/08/24,2,259,115,-78,-25,-13,10,0,2
2514,09/08/24,1,307,-25,182,-122,3,49,0,2
2515,09/08/24,2,540,-37,149,-98,-46,91,0,2
2516,09/08/24,2,318,67,164,-5,31,46,0,2
2517,09/08/24,1,36,221,71,-68,-10,20,0,2
2518,09/08/24,1,303,61,-255,5,14,31,0,2
2519,09/08/24,2,446,-11,218,-114,27,49,0,2
2520,09/08/24,2,136,214,-99,50,42,77,0,2
2521,09/08/24,2,37,200,-10,14,-39,83,0,2
2522,09/08/24,2,26,118,203,-46,4,82,0,2
2523,09/08/24,1,530,-121,-74,35,41,33,0,2
2524,09/08/24,1,601,-138,98,-44,-1,103,0,2
2525,09/08/24,2,-25,373,165,48,5,66,0,1
2526,09/08/24,2,-142,160,119,-105,-53,45,0,1
2527,09/08/24,2,341,365,229,43,-35,30,0,1
2528,09/08/24,1,553,-47,-8,-40,19,43,0,1
2529,09/08/24,1,77,-190,-97,-59,6,54,2,1
2530,09/08/24,1,610,15,191,-101,6,72,2,0
2531,09/08/24,2,240,-133,-85,39,-41,6,1,1
2532,09/08/24,1,139,94,85,17,0,42,1,0
2533,09/08/24,1,413,356,-122,42,-53,74,1,1
2534,09/08/24,2,538,-9,-211,-74,-39,113,2,0
2535,09/08/24,2,606,19,-252,-58,16,78,3,0
2536,09/08/24,2,-3,-147,-192,-104,21,51,3,0
2537,09/08/24,2,150,-123,148,42,5,98,1,0
2538,09/08/24,2,382,-57,-162,-102,3,119,1,0
2539,09/08/24,2,435,349,-212,6,-15,93,1,0
2540,09/08/24,2,271,-106,156,-5,7,110,1,0
2541,09/08/24,1,-34,-11,-111,-4,-31,34,3,0
2542,09/08/24,1,344,241,-21,-122,-32,101,1,0
2543,09/08/24,1,-89,109,-63,-95,-17,104,1,0
2544,09/08/24,1,445,430,-64,31,-27,9,0,0
2545,09/08/24,1,-28,372,172,50,-6,90,0,0
2546,09/08/24,2,56,259,-244,-58,42,63,3,0
2547,09/08/24,1,442,110,-169,-11,-29,63,3,0
2548,09/08/24,2,477,31,174,43,33,118,3,0
2549,09/08/24,1,81,-87,-162,-2,-53,94,2,0
2550,09/08/24,1,46,55,108,-87,-50,70,2,0
2551,09/08/24,1,503,414,-24,13,-52,98,1,0
2552,09/08/24,1,360,-112,-33,10,-16,11,3,0
2553,09/08/24,2,527,278,63,-36,-4,13,3,0
2554,09/08/24,1,146,-12,-255,-126,26,1,1,0
2555,09/08/24,2,462,-139,201,-9,17,37,1,0
2556,09/08/24,2,-147,120,85,-124,-48,54,1,0
2557,09/08/24,2,353,93,-47,-14,-8,55,1,0
2558,09/08/24,1,65,475,46,3,11,18,1,0
2559,09/08/24,2,91,443,-82,-2,8,4,1,0
2560,09/08/24,2,597,-196,-193,-56,14,62,1,0
2561,09/08/24,1,533,286,-34,-29,-42,100,1,0
2562,09/08/24,1,241,165,-74,-67,-20,43,1,0
2563,09/08/24,1,-139,245,-56,-1,-36,19,1,0
2564,09/08/24,1,-13,-129,-56,-23,-1,72,1,0
2565,09/08/24,1,185,-189,156,-115,1,46,1,0
2566,09/08/24,1,171,152,73,-54,1,81,1,0
2567,09/08/24,1,434,209,-135,-54,-46,93,1,0
2568,09/08/24,2,583,369,215,-60,-24,42,1,0
2569,09/08/24,2,485,-16,-148,-102,43,103,1,0
2570,09/08/24,1,347,80,223,-48,-34,70,1,0
2571,09/08/24,2,248,-72,138,-69,-50,15,1,0
2572,09/08/24,1,-104,152,19,-12,28,113,1,0
2573,09/08/24,2,471,-42,52,-46,40,2,1,0
2574,09/08/24,2,399,284,81,12,1,79,1,0
2575,09/08/24,2,81,99,-77,-35,12,93,1,0
2576,09/08/24,1,-49,357,52,15,38,44,1,2
2577,09/08/24,1,-135,47,-220,-119,-23,85,1,2
2578,09/08/24,1,23,-115,10,37,24,24,2,1
2579,09/08/24,1,-50,81,-104,10,-16,103,2,1
2580,09/08/24,1,70,77,124,20,-44,31,2,1
2581,09/08/24,1,558,383,-156,-76,-17,36,1,1
2582,09/08/24,2,138,374,11,-119,43,16,1,1
2583,09/08/24,2,-134,377,-89,-85,38,33,3,2
2584,09/08/24,1,-131,-4,15,12,-55,46,3,1
2585,09/08/24,1,209,205,-113,-35,43,22,1,0
2586,09/08/24,1,584,234,158,-34,-24,96,1,0
2587,09/08/24,2,583,390,65,-85,9,12,2,3
2588,09/08/24,2,-126,457,-60,28,-50,108,2,0
2589,09/08/24,1,554,-191,-135,-89,39,112,2,3
2590,09/08/24,1,321,195,201,35,20,16,2,1
2591,09/08/24,1,18,117,173,-90,34,36,2,1
2592,09/08/24,2,487,-31,-36,-124,-3,27,1,1
2593,09/08/24,2,517,266,88,-114,-3,103,1,1
2594,09/08/24,1,89,-15,-128,-73,8,107,1,1
2595,09/08/24,2,566,-57,-74,48,-5,23,1,1
2596,09/08/24,1,544,324,-170,47,22,10,1,1
2597,09/08/24,2,-130,-229,229,23,24,56,2,1
2598,09/08/24,2,-37,-135,100,-113,-24,2,2,1
2599,09/08/24,1,369,-70,-106,-91,-33,47,2,2
2600,09/08/24,2,258,315,171,-84,17,36,1,2
2601,09/08/24,1,432,301,187,-115,-29,64,1,2
2602,09/08/24,2,-82,401,142,49,-54,107,1,2
2603,09/08/24,1,488,472,85,-103,30,110,1,2
2604,09/08/24,2,554,459,135,-29,-11,26,1,2
2605,09/08/24,1,235,427,-222,29,-44,67,1,2
2606,09/08/24,1,144,6,-4,-91,-40,77,1,2
2607,09/08/24,1,293,-170,-51,40,-22,104,1,2
2608,09/08/24,2,-44,-142,-34,-112,-35,7,1,2
2609,09/08/24,1,24,275,219,-2,17,79,1,2
2610,09/08/24,1,367,-93,206,-100,-45,67,1,2
2611,09/08/24,1,404,370,-106,-4,-51,68,2,2
2612,09/08/24,1,497,-171,115,-44,38,98,3,2
2613,09/08/24,2,342,-116,-140,-95,-10,18,3,2
2614,09/08/24,1,215,61,4,44,30,101,3,2
2615,09/08/24,2,579,93,126,28,4,85,3,2
2616,09/08/24,2,590,186,177,-65,5,1,3,1
2617,09/08/24,2,94,-144,143,-19,14,104,0,1
2618,09/08/24,1,463,390,209,-20,13,118,0,1
2619,09/08/24,1,304,10,-62,-73,-42,27,0,3
2620,09/08/24,1,182,-11,-197,-51,-34,34,0,3
2621,09/08/24,1,444,276,-246,-104,-51,67,0,3
2622,09/08/24,2,9,79,-227,-49,-16,40,3,3
2623,09/08/24,1,400,80,-149,-18,3,41,3,3
2624,09/08/24,1,274,-94,110,48,-30,93,3,3
2625,09/08/24,1,78,458,137,-14,35,78,3,3
2626,09/08/24,1,-115,-58,-76,-47,9,109,2,3
2627,09/08/24,2,562,388,84,47,19,114,3,3
2628,09/08/24,2,493,54,-164,-65,-7,26,2,3
2629,09/08/24,1,481,-126,190,-76,-49,37,2,3
2630,09/08/24,1,247,-212,-11,-42,18,85,2,3
2631,09/08/24,1,-131,-101,-109,-88,19,45,1,3
2632,09/08/24,1,535,-167,224,-76,37,5,2,3
2633,09/08/24,2,180,268,165,-89,-20,62,1,3
2634,08/08/24,2,-73,374,118,51,-46,30,1,2
2635,08/08/24,2,367,-227,-122,-113,43,58,1,2
2636,08/08/24,2,169,-129,-182,-61,-47,24,1,2
2637,08/08/24,1,565,-117,174,-29,37,17,1,2
2638,08/08/24,2,474,461,-20,37,-45,70,1,2
2639,08/08/24,2,521,235,80,5,19,81,1,2
2640,08/08/24,1,358,230,-52,-83,0,85,1,2
2641,08/08/24,1,340,-195,102,30,-43,6,1,2
2642,08/08/24,2,364,-221,136,-86,-27,65,1,2
2643,08/08/24,1,-120,480,87,-82,-8,106,1,2
2644,08/08/24,1,-30,-175,123,28,6,66,1,2
2645,08/08/24,2,460,256,-147,-47,-5,77,1,2
2646,08/08/24,2,321,-21,79,42,-8,19,1,2
2647,08/08/24,1,574,-189,-4,-107,5,25,1,2
2648,08/08/24,2,38,-192,-166,-114,-45,58,1,1
2649,08/08/24,2,494,435,202,51,-38,3,1,2
2650,08/08/24,2,-37,9,93,-30,26,38,1,1
2651,08/08/24,2,41,318,-64,5,-11,97,1,2
2652,08/08/24,1,345,186,111,-73,30,31,1,1
2653,08/08/24,2,336,296,77,-84,-17,55,2,2
2654,08/08/24,1,608,266,-242,-67,-42,112,3,2
2655,08/08/24,1,327,427,-125,23,-9,37,3,2
2656,08/08/24,1,-68,-183,-203,-1,-30,54,3,1
2657,08/08/24,1,22,264,153,-54,-25,85,2,1
2658,08/08/24,1,302,118,-91,-43,40,12,3,1
2659,08/08/24,2,365,-203,-84,-120,4,10,3,1
2660,08/08/24,2,235,40,190,-70,-51,51,3,1
2661,08/08/24,1,269,-205,0,-55,6,26,3,1
2662,08/08/24,1,-3,121,73,47,1,72,3,1
2663,08/08/24,1,456,172,-126,-37,26,80,3,1
2664,08/08/24,2,317,285,105,41,34,17,3,1
2665,08/08/24,2,465,387,-106,-127,-36,27,3,1
2666,08/08/24,1,577,-1,64,1,8,15,3,1
2667,08/08/24,2,331,-217,118,-47,-26,20,3,1
2668,08/08/24,1,202,154,-206,-71,-22,86,3,1
2669,08/08/24,2,399,444,-202,16,26,74,3,1
2670,08/08/24,2,490,383,-94,4,-38,116,3,1
2671,08/08/24,2,581,-31,-78,-67,33,18,3,1
2672,08/08/24,2,532,63,-8,-114,-20,27,3,1
2673,08/08/24,2,391,9,-8,14,35,17,2,1
2674,08/08/24,2,251,75,116,-102,23,36,2,1
2675,08/08/24,2,598,-64,230,-79,30,96,2,1
2676,08/08/24,1,213,80,231,-127,-2,96,3,1
2677,08/08/24,2,136,401,111,-23,-46,110,2,1
2678,08/08/24,2,525,-94,-109,23,4,101,2,1
2679,08/08/24,2,-92,316,-183,-115,6,83,1,1
2680,08/08/24,2,-103,79,-240,-76,2,106,2,1
2681,08/08/24,1,614,87,-58,39,-42,81,2,1
2682,08/08/24,2,325,447,-32,-21,-40,68,2,2
2683,08/08/24,2,555,368,-160,-11,-19,38,2,3
2684,08/08/24,1,-4,175,-167,37,32,13,1,2
2685,08/08/24,1,263,-234,-174,28,-29,32,1,3
2686,08/08/24,2,196,317,43,-63,16,80,1,3
2687,08/08/24,1,351,-177,134,-42,-50,107,1,3
2688,08/08/24,1,587,-136,-58,-11,-16,51,1,3
2689,08/08/24,2,36,-128,103,-82,-27,93,1,3
2690,08/08/24,1,-35,-199,45,38,43,17,1,3
2691,08/08/24,2,261,-32,118,52,-20,2,1,3
2692,08/08/24,2,57,215,-244,-109,-37,102,1,3
2693,08/08/24,2,206,272,-164,49,43,4,2,3
2694,08/08/24,2,311,-211,-62,11,29,84,2,3
2695,08/08/24,1,24,-190,-87,18,-1,88,1,3
2696,08/08/24,1,563,453,-4,-61,15,21,1,3
2697,08/08/24,2,-59,19,4,17,-7,28,1,3
2698,08/08/24,1,98,103,-80,-105,-32,54,1,3
2699,08/08/24,1,298,248,-50,-48,34,26,1,3
2700,08/08/24,1,476,229,-156,13,14,36,0,3
2701,08/08/24,1,559,473,179,12,5,87,0,3
2702,08/08/24,2,552,404,176,-90,3,86,0,3
2703,08/08/24,1,496,-27,-92,-10,-11,61,0,3
2704,08/08/24,1,122,426,-251,34,-33,19,2,3
2705,08/08/24,1,52,475,-202,-34,-55,67,2,3
2706,08/08/24,2,85,-183,179,37,-13,23,2,3
2707,08/08/24,1,235,216,82,-60,5,24,2,2
2708,08/08/24,2,7,106,137,-112,28,114,2,3
2709,08/08/24,2,93,451,-34,39,41,89,2,2
2710,08/08/24,1,230,0,-9,-93,-6,114,2,2
2711,08/08/24,1,403,-64,190,-71,-26,85,2,2
2712,08/08/24,2,-29,-71,-245,-14,-19,73,0,1
2713,08/08/24,2,312,208,-115,-48,34,10,0,1
2714,08/08/24,1,225,364,-254,51,37,76,0,1
2715,08/08/24,2,552,263,-22,29,-6,86,0,1
2716,08/08/24,1,77,431,-149,10,-24,109,3,1
2717,08/08/24,2,567,173,-224,-1,-37,104,3,1
2718,08/08/24,2,182,58,55,-129,6,3,3,1
2719,08/08/24,2,-98,4,231,-80,-9,100,0,1
2720,08/08/24,1,314,349,40,-74,-12,87,0,0
2721,08/08/24,1,134,-181,153,-123,16,71,3,0
2722,08/08/24,1,-82,115,-33,27,-37,27,3,1
2723,08/08/24,2,347,216,-146,-111,-28,23,3,0
2724,08/08/24,2,547,260,-104,-102,-13,38,3,0
2725,08/08/24,2,298,-182,173,-43,43,34,3,0
2726,08/08/24,2,-96,366,173,-100,-15,35,3,0
2727,08/08/24,1,320,-170,65,-55,-28,4,2,0
2728,08/08/24,2,422,396,17,-38,-22,84,3,2
2729,08/08/24,1,171,315,-139,-114,8,42,3,2
2730,08/08/24,2,501,385,-226,47,35,32,2,2
2731,08/08/24,1,-73,348,6,51,-7,57,2,2
2732,08/08/24,1,-71,346,168,2,-37,95,1,2
2733,08/08/24,1,592,-155,123,-38,-15,2,1,2
2734,08/08/24,1,-25,-102,-229,12,-39,2,0,2
2735,08/08/24,2,-130,305,-66,-48,17,106,0,0
2736,08/08/24,2,412,323,26,-19,18,35,0,0
2737,08/08/24,1,552,79,36,21,42,60,0,0
2738,08/08/24,2,56,-48,-156,0,-39,75,0,0
2739,08/08/24,1,440,27,20,21,-46,16,0,0
2740,08/08/24,1,404,109,-83,22,32,20,0,0
2741,08/08/24,1,263,-201,231,-3,-54,102,3,3
2742,08/08/24,1,371,250,-231,-63,33,63,1,3
2743,08/08/24,2,350,480,-155,34,32,52,1,3
2744,08/08/24,1,-77,-71,-94,-59,35,90,2,3
2745,08/08/24,2,443,-195,22,-123,-22,109,1,3
2746,08/08/24,2,89,-129,-82,12,-5,80,1,3
2747,08/08/24,1,375,52,160,36,1,110,1,3
2748,08/08/24,2,567,-64,224,-67,19,64,1,3
2749,08/08/24,2,170,307,-60,16,-53,16,1,0
2750,08/08/24,1,292,-230,-186,-120,-39,46,1,0
2751,08/08/24,2,247,-12,47,-68,-23,14,1,0
2752,08/08/24,1,491,450,-1,36,-55,10,1,3
2753,08/08/24,2,9,123,215,2,-29,41,1,3
2754,08/08/24,2,502,149,75,-128,-5,109,1,3
2755,08/08/24,2,54,-52,-9,19,14,119,1,2
2756,08/08/24,1,109,472,-249,-84,-55,113,1,2
2757,08/08/24,2,569,-144,37,-65,-10,29,3,2
2758,08/08/24,1,480,241,199,-93,-21,31,3,2
2759,08/08/24,2,196,225,-138,3,-38,14,3,2
2760,08/08/24,1,-83,-57,-121,-93,30,83,1,2
2761,08/08/24,2,103,-142,-97,-76,11,54,3,0
2762,08/08/24,1,257,-128,-11,-72,42,43,3,0
2763,08/08/24,1,451,-204,-99,-37,-14,59,0,0
2764,08/08/24,2,156,173,-168,-32,-36,98,0,1
2765,08/08/24,2,-74,-183,163,-92,-3,13,3,1
2766,08/08/24,1,108,3,-139,-83,8,84,3,1
2767,08/08/24,1,572,417,-148,-84,-41,17,3,1
2768,08/08/24,1,-115,372,201,-20,-1,59,3,1
2769,08/08/24,2,590,280,97,-93,18,34,3,1
2770,08/08/24,2,459,-219,-109,-92,26,38,3,1
2771,08/08/24,2,-144,152,168,-3,24,4,3,1
